"","Address","Property Type","District","Asking","Size","Tenancy Status","Date Listed","Facility","Train","Buses","Schools","Shopping.Mall","Markets","PSF","Property Name","Tenure","Model","No. of Units","Tenanted Amount","Built Year","Developer","Floor Level","Condition","Owner Type","Restroom","TOP"
"227","Ubi Crescent","Office","Eunos / Geylang / Paya Lebar","
								$460,000","
							800 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$575 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Ubi Road 1","Warehouse","Eunos / Geylang / Paya Lebar","
								$1,200,000 (Negotiable)
								","
							1,916 sqft (Built-up)
								","Not tenanted","1630622940","0","3","3","7","3","3","
							$626 psf (Built-up)
								","Oxley Bizhub 2","60 Years from 10/06/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Ubi Road 1","Warehouse","Eunos / Geylang / Paya Lebar","
								$750,000","
							958 sqft (Built-up)
								","Not tenanted","1630585425","0","3","13","7","3","3","
							$783 psf (Built-up)
								","Oxley Bizhub","60 Years from 15/11/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Ubi Road 1","Warehouse","Eunos / Geylang / Paya Lebar","
								$765,000 (Negotiable)
								","
							1,152 sqft (Built-up)
								","Not tenanted","1630906507","4","3","15","8","2","3","
							$664 psf (Built-up)
								","Oxley Bizhub","LEASEHOLD/60 years",NA,NA,NA,NA,NA,NA,"Partially Fitted",NA,NA,NA
"231","Ubi Road 1","Warehouse","Eunos / Geylang / Paya Lebar","
								$799,000","
							958 sqft (Built-up)
								","Not tenanted","1630585329","0","3","13","7","3","3","
							$834 psf (Built-up)
								","Oxley Bizhub","60 Years from 15/11/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Upper Aljunied Link","Warehouse","Macpherson / Potong Pasir","
								$1,250,000","
							1,647 sqft (Built-up)
								","Tenanted","1631863729","3","3","0","8","0","3","
							$759 psf (Built-up)
								","Quartz Industrial Building","FREEHOLD","Light Industrial (b1)",NA,"$0",NA,NA,NA,"Fully Fitted",NA,NA,NA
"233","Upper Aljunied Link","Warehouse","Macpherson / Potong Pasir","
								$2,400,000 (Starting From)
								","
							3,498 sqft (Built-up)
								","Not tenanted","1631616919","1","3","0","8","0","3","
							$686 psf (Built-up)
								","Joo Seng Warehouse","FREEHOLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Upper Boon Keng Road","HDB Shop House","Eunos / Geylang / Paya Lebar","
								$1,928,888 (Negotiable)
								","
							1,313 sqft (Built-up)
								","Tenanted","1629797229","0","3","6","6","3","3","
							$1,469 psf (Built-up)
								","Upper Boon Keng Road","LEASEHOLD/99 years","Shop With Living Quarters",NA,"$7,610",NA,NA,NA,"Partially Fitted",NA,NA,NA
"235","Upper Bukit Timah Road","Retail","Clementi Park / Upper Bukit Timah","
								$1,238,000","
							344 sqft (Built-up)
								","Not tenanted","1632053989","4","2","20","5","3","3","
							$3,599 psf (Built-up)
								","Bukit Timah Shopping Centre","999 Years from 17/12/1883",NA,NA,NA,NA,NA,NA,"Partially Fitted",NA,NA,NA
"236","Upper Cross Street","Retail","Boat Quay / Raffles Place / Marina","
								$950,000","
							333 sqft (Built-up)
								","Not tenanted","1632022751","0","3","21","5","3","3","
							$2,853 psf (Built-up)
								","People's Park Centre","LEASEHOLD/99 years","Shop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Upper Serangoon Road","Retail","Hougang / Punggol / Sengkang","
								$2,450,000","
							441 sqft (Built-up)
								","Not tenanted","1631942435","5","3","23","7","3","3","
							$5,556 psf (Built-up)
								","Stars Of Kovan","LEASEHOLD/99 years","Shop","395",NA,NA,"Asset Legend Limited",NA,NA,NA,NA,NA
"238","Upper Serangoon Road","Retail","Hougang / Punggol / Sengkang","
								$25,000 (Negotiable)
								","
							250 sqft (Built-up)
								","Not tenanted","1631932077","4","3","26","7","3","3","
							$100 psf (Built-up)
								","Kovan MRT",NA,"Shop",NA,NA,NA,NA,NA,"Fully Fitted",NA,NA,NA
"239","Upper Serangoon Road","Retail","Hougang / Punggol / Sengkang","
								$3,188,888","
							958 sqft (Built-up)
								","Not tenanted","1631929968","5","3","19","6","3","3","
							$3,329 psf (Built-up)
								","Midtown Residences","LEASEHOLD/99 years","Food And Beverage",NA,NA,NA,"Oxley-Lian Beng Pte Ltd",NA,NA,NA,NA,NA
"240","Upper Serangoon Road","Retail","Hougang / Punggol / Sengkang","
								$7,500,000","
							2,358 sqft (Built-up)
								","Not tenanted","1631936904","8","3","19","6","3","3","
							$3,181 psf (Built-up)
								","The Midtown","99 years from 24/01/2013","Food And Beverage","107",NA,NA,"Oxley Lian Beng Pte Ltd",NA,"Fully Fitted",NA,NA,NA
"241","Veerasamy Road","Shop House","Farrer Park / Serangoon Rd","
								$6,500,000","
							4,200 sqft (Built-up)
								","Not tenanted","1632029204","0","3","10","6","3","3","
							$1,548 psf (Built-up)
								","Veerasamy Road",NA,NA,NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"242","Venture Drive","Office","Boon Lay / Jurong / Tuas","
								$1,200,000 (Negotiable)
								","
							517 sqft (Built-up)
								","Not tenanted","1632028079","2","3","24","5","3","3","
							$2,321 psf (Built-up)
								","Vision Exchange","LEASEHOLD/99 years","Office","640",NA,NA,"Sim Lian JV (Vision) Pte Ltd, Sim Lian Group",NA,"Bare",NA,NA,NA
"243","Venture Drive","Office","Boon Lay / Jurong / Tuas","
								$1,284,000 (Starting From)
								","
							517 sqft (Built-up)
								","Not tenanted","1632016183","5","3","24","5","3","3","
							$2,484 psf (Built-up)
								","Vision Exchange","LEASEHOLD/99 years","Office","640",NA,NA,"Sim Lian JV (Vision) Pte Ltd, Sim Lian Group",NA,"Partially Fitted",NA,NA,NA
"244","Venture Drive","Office","Boon Lay / Jurong / Tuas","
								$3,459,000 (Negotiable)
								","
							1,690 sqft (Built-up)
								","Not tenanted","1632016183","2","3","24","5","3","3","
							$2,047 psf (Built-up)
								","Vision Exchange","LEASEHOLD/99 years","Office","640",NA,NA,"Sim Lian JV (Vision) Pte Ltd, Sim Lian Group",NA,"Bare",NA,NA,NA
"245","Venture Drive","Office","Boon Lay / Jurong / Tuas","
								$5,426,000 (Negotiable)
								","
							2,368 sqft (Built-up)
								","Not tenanted","1632016183","3","3","24","5","3","3","
							$2,291 psf (Built-up)
								","Vision Exchange","LEASEHOLD/99 years","Office","640",NA,NA,"Sim Lian JV (Vision) Pte Ltd, Sim Lian Group",NA,"Bare",NA,NA,NA
"246","Vision Exchange","Office","Boon Lay / Jurong / Tuas","
								$1,180,000","
							517 sqft (Built-up)
								","Not tenanted","1632021030","0","3","24","5","3","3","
							$2,282 psf (Built-up)
								","Vision Exchange","99 Years from 10/06/2013","Office","640",NA,NA,"Sim Lian JV (Vision) Pte Ltd, Sim Lian Group","HIGH",NA,NA,NA,NA
"247","West Coast Drive","HDB Shop House","Buona Vista / West Coast / Clementi New Town","
								$2,800,000 (Negotiable)
								","
							2,100 sqft (Built-up)
								","Tenanted","1630924960","6","2","14","7","2","3","
							$1,333 psf (Built-up)
								","West Coast Drive","LEASEHOLD/99 years","Shop With Living Quarters",NA,"$10,000",NA,NA,"GROUND","Fully Fitted","Private","3",NA
"248","Woo Mon Chew Road","Land","East Coast / Marine Parade","
								$5,280,000 (Negotiable)
								","
							2,764 sqft (Land) / 
								","Not tenanted","1630447761","2","3","14","7","3","3","
							$1,910 psf (Land) /
								","Woo Mon Chew Road",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Woodgrove Walk","Land","Admiralty / Woodlands","
								$2,700,000","
							3,255 sqft (Land) / 
								","Not tenanted","1630891569","1","3","4","7","2","3","
							$829 psf (Land) /
								","Century Woods",NA,"Land Only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Woodlands Close","Factory","Admiralty / Woodlands","
								$1,600,000 (Negotiable)
								","
							4,144 sqft (Built-up)
								","Not tenanted","1632016183","2","3","5","7","3","3","
							$386 psf (Built-up)
								","Woodlands 11","LEASEHOLD/60 years","Industrial",NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"251","Woodlands Close","Warehouse","Admiralty / Woodlands","
								$680,000 (Negotiable)
								","
							1,724 sqft (Built-up)
								","Tenanted","1632025844","6","2","0","6","3","3","
							$394 psf (Built-up)
								","Woodlands Horizon","LEASEHOLD/99 years","Light Industrial (b1)",NA,"$2,755",NA,NA,"MID","Bare","Private","1",NA
"252","Woodlands Industrial Park E5","Office","Sembawang / Yishun","
								$503,500","
							1,399 sqft (Built-up)
								","Not tenanted","1632018936","0","3","2","6","3","3","
							$360 psf (Built-up)
								","Woodlands Bizhub","60-Years Leasehold","Industrial",NA,NA,"2011",NA,NA,NA,NA,NA,NA
"253","Woodlands Loop","Factory","Admiralty / Woodlands","
								$420,000 (View To Offer)
								","
							1,900 sqft (Built-up)
								","Not tenanted","1632034104","0","2","6","6","3","3","
							$221 psf (Built-up)
								","Woodlands East Industrial Estate",NA,"Factory (all Types)",NA,NA,"2018",NA,NA,"Fully Fitted",NA,NA,NA
"254","Woodlands Street 32","HDB Shop House","Admiralty / Woodlands","
								$2,400,000 (Negotiable)
								","
							1,959 sqft (Built-up)
								","Tenanted","1630939820","5","3","17","7","3","3","
							$1,225 psf (Built-up)
								","Woodlands Street 32","LEASEHOLD/99 years","Shop With Living Quarters",NA,"$7,000","1995","HDB","GROUND","Partially Fitted","Private","2",NA
"255","Yishun Avenue 9","Retail","Sembawang / Yishun","
								","
							355 sqft (Built-up)
								","Not tenanted","1632022929","4","3","8","6","3","3",NA,"Junction Nine","LEASEHOLD/99 years","Mall",NA,NA,NA,NA,NA,"Bare","Private",NA,NA
"256","Yishun Avenue 9","Retail","Sembawang / Yishun","
								$1,128,000 (Negotiable)
								","
							248 sqft (Built-up)
								","Not tenanted","1632036171","3","3","8","6","3","3","
							$4,548 psf (Built-up)
								","Junction Nine","LEASEHOLD/99 years","Mall",NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"257","Yishun Avenue 9","Retail","Sembawang / Yishun","
								$2,388,888","
							581 sqft (Built-up)
								","Not tenanted","1632024061","7","3","8","6","3","3","
							$4,112 psf (Built-up)
								","Junction Nine","99 Years from 30/04/2013","Shop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Yishun Avenue 9","Retail","Sembawang / Yishun","
								$2,388,888 (Negotiable)
								","
							581 sqft (Built-up)
								","Tenanted","1632024061","3","3","8","6","3","3","
							$4,112 psf (Built-up)
								","Junction Nine","LEASEHOLD/99 years","Mall",NA,"$0","2017","CEL-Yishun (Commercial) Pte Ltd","GROUND","Fully Fitted","Private",NA,NA
"259","Yishun Avenue 9","Retail","Sembawang / Yishun","
								$970,000 (Negotiable)
								","
							280 sqft (Built-up)
								","Not tenanted","1631964298","0","3","8","6","3","3","
							$3,464 psf (Built-up)
								","Junction Nine","LEASEHOLD/99 years","Retail",NA,NA,"2013","Yishun",NA,NA,NA,"1",NA
"260","Yishun Industrial Street 1","Factory","Sembawang / Yishun","
								$880,000 (Negotiable)
								","
							4,675 sqft (Built-up)
								","Tenanted","1632011878","0","2","0","6","3","3","
							$188 psf (Built-up)
								","Win 5",NA,"Factory (all Types)","247",NA,"2015","Soon Hock Tuas Development Pte Ltd",NA,NA,NA,NA,NA
"261","Yishun Industrial Street 1","Warehouse","Sembawang / Yishun","
								$518,000 (View to Offer)
								","
							1,722 sqft (Built-up)
								","Not tenanted","1631756424","3","2","0","6","3","3","
							$301 psf (Built-up)
								","Win 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
